       Time |    Peak Mem | File Name                                                                 
   2m03.90s |  2125732 ko | Specific/solinas64_2e480m2e240m1_10limbs/femul.vo                         
   2m03.47s |  2106272 ko | Specific/solinas32_2e216m2e108m1_10limbs/femul.vo                         
   2m01.81s |  2686588 ko | Specific/montgomery64_2e212m29_4limbs/femul.vo                            
   2m01.66s |  2606912 ko | Specific/montgomery64_2e235m15_4limbs/femul.vo                            
   2m01.65s |  2686004 ko | Specific/montgomery64_2e222m117_4limbs/femul.vo                           
   2m01.65s |  2685180 ko | Specific/montgomery64_2e256m189_4limbs/femul.vo                           
   2m01.63s |  1339992 ko | Experiments/NewPipeline/RewriterRulesInterpGood.vo                        
   2m01.54s |  1950176 ko | Specific/solinas32_2e383m31_15limbs/fesquare.vo                           
   2m01.46s |  2686264 ko | Specific/montgomery64_2e221m3_4limbs/femul.vo                             
   2m01.33s |  2679892 ko | Specific/montgomery64_2e213m3_4limbs/femul.vo                             
   2m01.19s |  2688884 ko | Specific/montgomery64_2e255m765_4limbs/femul.vo                           
   2m01.17s |  2688596 ko | Specific/montgomery64_2e206m5_4limbs/femul.vo                             
   2m00.96s |  2681268 ko | Specific/montgomery64_2e256m88x2e240m1_4limbs/femul.vo                    
   2m00.91s |  2586580 ko | Specific/montgomery64_2e198m17_4limbs/femul.vo                            
   2m00.73s |   946948 ko | Specific/solinas32_2e452m3_18limbs/Synthesis.vo                           
   2m00.66s |  1963064 ko | Specific/solinas32_2e379m19_15limbs/fesquare.vo                           
   2m00.53s |  2676700 ko | Specific/montgomery64_2e205m45x2e198m1_4limbs/femul.vo                    
   2m00.40s |  2614120 ko | Specific/montgomery64_2e194m33_4limbs/femul.vo                            
   2m00.26s |   951768 ko | Specific/solinas32_2e468m17_18limbs/Synthesis.vo                          
   1m59.60s |  1839944 ko | Specific/solinas32_2e256m2e32m977_12limbs/femul.vo                        
   1m58.90s |  2660136 ko | Specific/montgomery64_2e256m2e224p2e192p2e96m1_4limbs/femul.vo            
   1m58.60s |  2559136 ko | Specific/solinas32_2e495m31_21limbs/freeze.vo                             
   1m58.48s |  2040712 ko | Specific/solinas32_2e256m2e32m977_13limbs/fesquare.vo                     
   1m58.12s |  2612612 ko | Specific/NISTP256/AMD64/femul.vo                                          
   1m56.12s |  2720304 ko | Specific/montgomery64_2e256m4294968273_4limbs/femul.vo                    
   1m56.11s |  2720100 ko | Specific/montgomery64_2e255m19_4limbs/femul.vo                            
   1m56.10s |  2685056 ko | Specific/montgomery64_2e256m2e32m977_4limbs/femul.vo                      
   1m56.09s |  2685720 ko | Specific/montgomery64_2e226m5_4limbs/femul.vo                             
   1m55.89s |  2685876 ko | Specific/montgomery64_2e251m9_4limbs/femul.vo                             
   1m55.47s |  2686884 ko | Specific/montgomery64_2e254m127x2e240m1_4limbs/femul.vo                   
   1m55.27s |  2673908 ko | Specific/montgomery64_2e224m2e96p1_4limbs/femul.vo                        
   1m55.23s |  2680316 ko | Specific/montgomery64_2e230m27_4limbs/femul.vo                            
   1m55.08s |  2691840 ko | Specific/montgomery64_2e243m9_4limbs/femul.vo                             
   1m55.07s |  2604736 ko | Specific/montgomery32_2e127m1_4limbs/femul.vo                             
   1m54.98s |  2064192 ko | Specific/solinas64_2e448m2e224m1_10limbs/fesquare.vo                      
   1m54.60s |  2678252 ko | Specific/montgomery64_2e196m15_4limbs/femul.vo                            
   1m54.29s |  2698148 ko | Specific/montgomery64_2e216m2e108m1_4limbs/femul.vo                       
   1m54.10s |  2412168 ko | Specific/solinas32_2e521m1_20limbs/freeze.vo                              
   1m53.13s |  2365660 ko | Specific/solinas32_2e450m2e225m1_20limbs/freeze.vo                        
   1m52.97s |  1627708 ko | Specific/montgomery32_2e413m21_13limbs/fesub.vo                           
   1m52.89s |  1624616 ko | Specific/montgomery32_2e389m21_13limbs/fesub.vo                           
   1m52.74s |  1644776 ko | Specific/montgomery32_2e416m2e208m1_13limbs/fesub.vo                      
   1m52.64s |  2090516 ko | Specific/solinas64_2e450m2e225m1_10limbs/fesquare.vo                      
   1m52.56s |  2107400 ko | Specific/solinas64_2e480m2e240m1_10limbs/fesquare.vo                      
   1m52.40s |  1636592 ko | Specific/montgomery32_2e401m31_13limbs/fesub.vo                           
   1m52.36s |  2091960 ko | Specific/solinas32_2e216m2e108m1_10limbs/fesquare.vo                      
   1m52.35s |  2340888 ko | Specific/solinas32_2e511m187_22limbs/fecarry.vo                           
   1m52.18s |   940656 ko | Specific/solinas32_2e444m17_18limbs/Synthesis.vo                          
   1m51.98s |  1639520 ko | Specific/montgomery32_2e414m17_13limbs/fesub.vo                           
   1m51.69s |  2400036 ko | Specific/solinas32_2e480m2e240m1_20limbs/freeze.vo                        
   1m51.31s |  1566760 ko | Specific/montgomery32_2e413m21_13limbs/feadd.vo                           
   1m50.73s |  1571036 ko | Specific/montgomery32_2e416m2e208m1_13limbs/feadd.vo                      
   1m50.64s |  1566648 ko | Specific/montgomery32_2e414m17_13limbs/feadd.vo                           
   1m50.22s |  1578552 ko | Specific/montgomery32_2e401m31_13limbs/feadd.vo                           
   1m50.12s |  1804716 ko | Specific/solinas32_2e338m15_14limbs/fesquare.vo                           
   1m49.05s |  2377292 ko | Specific/solinas32_2e495m31_20limbs/freeze.vo                             
   1m48.93s |  2365880 ko | Specific/solinas32_2e489m21_20limbs/freeze.vo                             
   1m48.38s |  2374356 ko | Specific/solinas32_2e488m17_20limbs/freeze.vo                             
   1m47.91s |  1563724 ko | Specific/montgomery32_2e389m21_13limbs/feadd.vo                           
   1m47.61s |   996908 ko | Specific/solinas32_2e384m2e128m2e96p2e32m1_18limbs/Synthesis.vo           
   1m46.97s |   869104 ko | Specific/montgomery32_2e336m3_11limbs/Synthesis.vo                        
   1m46.53s |   871732 ko | Specific/montgomery32_2e338m15_11limbs/Synthesis.vo                       
   1m46.30s |   870068 ko | Specific/montgomery32_2e336m17_11limbs/Synthesis.vo                       
   1m46.15s |  2343488 ko | Specific/solinas32_2e480m2e240m1_20limbs/fecarry.vo                       
   1m45.93s |  1736612 ko | Specific/solinas32_2e336m17_14limbs/fesquare.vo                           
   1m45.51s |  1660704 ko | Specific/solinas32_2e321m9_13limbs/femul.vo                               
   1m45.45s |  2099056 ko | Specific/solinas32_2e495m31_21limbs/fecarry.vo                            
   1m45.32s |  1657412 ko | Specific/solinas32_2e336m3_13limbs/femul.vo                               
   1m44.99s |  1752860 ko | Specific/solinas32_2e256m2e32m977_12limbs/fesquare.vo                     
   1m44.57s |  2264232 ko | Specific/solinas32_2e450m2e225m1_20limbs/fecarry.vo                       
   1m44.11s |  2219012 ko | Specific/solinas32_2e488m17_19limbs/freeze.vo                             
   1m44.10s |   902304 ko | Specific/montgomery32_2e322m2e161m1_11limbs/Synthesis.vo                  
   1m43.61s |  2193044 ko | Specific/solinas32_2e521m1_19limbs/freeze.vo                              
   1m43.36s |  1300384 ko | Specific/solinas32_2e495m31_21limbs/fesub.vo                              
   1m43.18s |   901896 ko | Specific/solinas32_2e452m3_17limbs/Synthesis.vo                           
   1m42.95s |  2230240 ko | Specific/solinas32_2e468m17_19limbs/freeze.vo                             
   1m42.36s |   868540 ko | Specific/montgomery32_2e321m9_11limbs/Synthesis.vo                        
   1m42.14s |  1651296 ko | Specific/solinas32_2e336m17_13limbs/femul.vo                              
   1m41.13s |  1634456 ko | Specific/montgomery32_2e521m1_17limbs/feopp.vo                            
   1m40.88s |  1684104 ko | Specific/solinas32_2e255m765_13limbs/femul.vo                             
   1m40.62s |   901248 ko | Specific/solinas32_2e444m17_17limbs/Synthesis.vo                          
   1m39.12s |  1585272 ko | Specific/solinas32_2e338m15_13limbs/femul.vo                              
   1m38.28s |   840508 ko | Specific/montgomery64_2e488m17_8limbs/Synthesis.vo                        
   1m38.22s |   834208 ko | Specific/montgomery64_2e511m187_8limbs/Synthesis.vo                       
   1m38.10s |  2221876 ko | Specific/solinas32_2e489m21_19limbs/freeze.vo                             
   1m37.89s |  1001028 ko | Specific/solinas32_2e480m2e240m1_18limbs/Synthesis.vo                     
   1m37.82s |  1192480 ko | Specific/solinas32_2e495m31_21limbs/feadd.vo                              
   1m37.62s |   850744 ko | Specific/montgomery64_2e512m491x2e496m1_8limbs/Synthesis.vo               
   1m36.90s |  2221048 ko | Specific/solinas32_2e384m2e128m2e96p2e32m1_19limbs/freeze.vo              
   1m35.11s |   850268 ko | Specific/montgomery64_2e510m290x2e496m1_8limbs/Synthesis.vo               
   1m34.61s |   837060 ko | Specific/montgomery64_2e489m21_8limbs/Synthesis.vo                        
   1m34.58s |   850516 ko | Specific/montgomery64_2e450m2e225m1_8limbs/Synthesis.vo                   
   1m34.47s |   932296 ko | Specific/solinas32_2e383m421_18limbs/Synthesis.vo                         
   1m34.13s |   846728 ko | Specific/montgomery64_2e480m2e240m1_8limbs/Synthesis.vo                   
   1m34.11s |   835164 ko | Specific/montgomery64_2e495m31_8limbs/Synthesis.vo                        
   1m33.94s |  1982408 ko | Specific/solinas32_2e489m21_20limbs/fecarry.vo                            
   1m33.89s |   929628 ko | Specific/solinas32_2e384m317_18limbs/Synthesis.vo                         
   1m33.83s |   834376 ko | Specific/montgomery64_2e468m17_8limbs/Synthesis.vo                        
   1m33.75s |   834532 ko | Specific/montgomery64_2e452m3_8limbs/Synthesis.vo                         
   1m33.45s |   949948 ko | Specific/solinas32_2e448m2e224m1_18limbs/Synthesis.vo                     
   1m33.39s |   834536 ko | Specific/montgomery64_2e511m481_8limbs/Synthesis.vo                       
   1m33.24s |  1860724 ko | Specific/solinas32_2e495m31_20limbs/fecarry.vo                            
   1m32.21s |   832592 ko | Specific/montgomery64_2e512m569_8limbs/Synthesis.vo                       
   1m31.83s |  1447820 ko | Specific/montgomery32_2e384m79x2e376m1_12limbs/feadd.vo                   
   1m31.81s |   901488 ko | Specific/solinas32_2e413m21_17limbs/Synthesis.vo                          
   1m31.60s |  1448512 ko | Specific/montgomery32_2e384m5x2e368m1_12limbs/feadd.vo                    
   1m31.60s |  2035904 ko | Specific/solinas32_2e468m17_18limbs/freeze.vo                             
   1m31.51s |  1448312 ko | Specific/montgomery32_2e383m187_12limbs/feadd.vo                          
   1m31.50s |  1503308 ko | Specific/montgomery32_2e384m2e128m2e96p2e32m1_12limbs/feadd.vo            
   1m31.18s |  1447644 ko | Specific/montgomery32_2e379m19_12limbs/feadd.vo                           
   1m31.10s |  1626180 ko | Specific/solinas32_2e336m17_13limbs/fesquare.vo                           
   1m31.05s |  1448728 ko | Specific/montgomery32_2e382m105_12limbs/feadd.vo                          
   1m31.05s |  1945680 ko | Specific/solinas32_2e521m1_20limbs/fecarry.vo                             
   1m30.99s |  1452752 ko | Specific/montgomery32_2e369m25_12limbs/feadd.vo                           
   1m30.99s |  1556920 ko | Specific/solinas32_2e336m3_13limbs/fesquare.vo                            
   1m30.75s |  2031220 ko | Specific/solinas32_2e448m2e224m1_18limbs/freeze.vo                        
   1m30.64s |  1625488 ko | Specific/solinas32_2e255m765_13limbs/fesquare.vo                          
   1m30.58s |  2025444 ko | Specific/solinas32_2e444m17_18limbs/freeze.vo                             
   1m30.42s |  1446472 ko | Specific/montgomery32_2e384m79x2e376m1_12limbs/fesub.vo                   
   1m30.38s |  1561644 ko | Specific/solinas32_2e321m9_13limbs/fesquare.vo                            
   1m30.26s |  1445652 ko | Specific/montgomery32_2e384m2e128m2e96p2e32m1_12limbs/fesub.vo            
   1m30.25s |  2030420 ko | Specific/solinas32_2e480m2e240m1_18limbs/freeze.vo                        
   1m30.16s |  1446112 ko | Specific/montgomery32_2e379m19_12limbs/fesub.vo                           
   1m30.07s |  1517376 ko | Specific/montgomery32_2e369m25_12limbs/fesub.vo                           
   1m29.95s |  1429244 ko | Specific/montgomery32_2e383m187_12limbs/fesub.vo                          
   1m29.95s |  2071696 ko | Specific/solinas32_2e384m2e128m2e96p2e32m1_18limbs/freeze.vo              
   1m29.89s |  1446176 ko | Specific/montgomery32_2e384m317_12limbs/fesub.vo                          
   1m29.87s |  1446448 ko | Specific/montgomery32_2e383m421_12limbs/fesub.vo                          
   1m29.64s |   487252 ko | Spec/Test/X25519.vo                                                       
   1m29.63s |  1446292 ko | Specific/montgomery32_2e383m31_12limbs/fesub.vo                           
   1m29.58s |  1424680 ko | Specific/montgomery32_2e382m105_12limbs/fesub.vo                          
   1m29.47s |  1446636 ko | Specific/montgomery32_2e384m5x2e368m1_12limbs/fesub.vo                    
   1m29.12s |   900568 ko | Specific/solinas32_2e401m31_17limbs/Synthesis.vo                          
