       Time |    Peak Mem | File Name                                                                 
   0m40.39s |  1196352 ko | Specific/solinas32_2e256m2e224p2e192p2e96m1_11limbs/freeze.vo             
   0m40.36s |   957308 ko | Specific/montgomery32_2e256m4294968273_8limbs/fesub.vo                    
   0m40.35s |   865488 ko | Specific/montgomery32_2e468m17_15limbs/fenz.vo                            
   0m40.31s |   950988 ko | Specific/montgomery32_2e256m2e32m977_8limbs/fesub.vo                      
   0m40.27s |   986536 ko | Specific/montgomery32_2e235m15_8limbs/feadd.vo                            
   0m40.23s |   984956 ko | Specific/montgomery32_2e230m27_8limbs/feadd.vo                            
   0m40.20s |   968552 ko | Specific/montgomery32_2e251m9_8limbs/fesub.vo                             
   0m40.17s |   972184 ko | Specific/montgomery32_2e338m15_11limbs/feopp.vo                           
   0m40.16s |  1019744 ko | Specific/solinas32_2e174m3_8limbs/femul.vo                                
   0m40.13s |   968180 ko | Specific/montgomery32_2e336m17_11limbs/feopp.vo                           
   0m40.12s |  1017768 ko | Specific/solinas32_2e174m17_8limbs/femul.vo                               
   0m39.97s |  1030120 ko | Specific/solinas32_2e212m29_8limbs/femul.vo                               
   0m39.88s |   971816 ko | Specific/montgomery32_2e336m3_11limbs/feopp.vo                            
   0m39.85s |  1019104 ko | Specific/solinas32_2e196m15_8limbs/femul.vo                               
   0m39.68s |   957336 ko | Specific/montgomery32_2e256m189_8limbs/fesub.vo                           
   0m39.64s |   957584 ko | Specific/montgomery32_2e230m27_8limbs/fesub.vo                            
   0m39.50s |   951696 ko | Specific/montgomery32_2e226m5_8limbs/fesub.vo                             
   0m39.49s |  1195884 ko | Specific/solinas32_2e291m19_11limbs/freeze.vo                             
   0m39.48s |  1108708 ko | Specific/solinas32_2e338m15_13limbs/fecarry.vo                            
   0m39.47s |  1029816 ko | Specific/solinas64_2e256m2e32m977_7limbs/fesquare.vo                      
   0m39.42s |  1187272 ko | Specific/solinas32_2e251m9_11limbs/freeze.vo                              
   0m39.21s |   950148 ko | Specific/montgomery32_2e256m2e224p2e192p2e96m1_8limbs/fesub.vo            
   0m39.18s |  1206236 ko | Specific/solinas32_2e285m9_11limbs/freeze.vo                              
   0m39.11s |   706544 ko | Experiments/NewPipeline/LanguageInversion.vo                              
   0m39.11s |  1089520 ko | Specific/solinas32_2e255m765_13limbs/fecarry.vo                           
   0m38.96s |  1113476 ko | Specific/solinas32_2e321m9_13limbs/fecarry.vo                             
   0m38.86s |  1001692 ko | Specific/solinas64_2e389m21_8limbs/fesquare.vo                            
   0m38.81s |   999540 ko | Specific/solinas64_2e383m187_8limbs/fesquare.vo                           
   0m38.80s |   998580 ko | Specific/solinas64_2e413m21_8limbs/fesquare.vo                            
   0m38.77s |  1213656 ko | Specific/solinas32_2e224m2e96p1_11limbs/freeze.vo                         
   0m38.72s |  1001904 ko | Specific/solinas64_2e379m19_8limbs/fesquare.vo                            
   0m38.68s |   992708 ko | Specific/solinas64_2e401m31_8limbs/fesquare.vo                            
   0m38.66s |  1003716 ko | Specific/solinas64_2e383m31_8limbs/fesquare.vo                            
   0m38.60s |   996548 ko | Specific/solinas64_2e382m105_8limbs/fesquare.vo                           
   0m38.57s |   950036 ko | Specific/montgomery32_2e255m19_8limbs/fesub.vo                            
   0m38.56s |  1011720 ko | Specific/solinas64_2e468m17_8limbs/fesquare.vo                            
   0m38.52s |  1009700 ko | Specific/solinas64_2e452m3_8limbs/fesquare.vo                             
   0m38.50s |  1001440 ko | Specific/solinas64_2e414m17_8limbs/fesquare.vo                            
   0m38.40s |   728284 ko | Specific/solinas64_2e511m481_11limbs/Synthesis.vo                         
   0m38.39s |   993860 ko | Specific/solinas64_2e369m25_8limbs/fesquare.vo                            
   0m38.31s |   726064 ko | Specific/solinas64_2e512m569_11limbs/Synthesis.vo                         
   0m38.27s |  1008488 ko | Specific/solinas64_2e444m17_8limbs/fesquare.vo                            
   0m38.11s |   953724 ko | Specific/montgomery32_2e321m9_11limbs/feopp.vo                            
   0m38.10s |   937716 ko | Specific/montgomery64_2e416m2e208m1_7limbs/feadd.vo                       
   0m38.07s |   917992 ko | Specific/solinas32_2e389m21_15limbs/feadd.vo                              
   0m38.07s |   997240 ko | Specific/solinas64_2e383m421_8limbs/fesquare.vo                           
   0m38.01s |   906136 ko | Specific/solinas32_2e383m31_15limbs/feadd.vo                              
   0m37.99s |   916152 ko | Specific/montgomery64_2e444m17_7limbs/feadd.vo                            
   0m37.98s |   937080 ko | Specific/montgomery64_2e401m31_7limbs/feadd.vo                            
   0m37.97s |  1131008 ko | Specific/solinas64_2e512m569_10limbs/freeze.vo                            
   0m37.94s |  1115216 ko | Specific/solinas32_2e336m17_13limbs/fecarry.vo                            
   0m37.92s |   953548 ko | Specific/montgomery32_2e322m2e161m1_11limbs/feopp.vo                      
   0m37.92s |  1122748 ko | Specific/solinas64_2e511m187_10limbs/freeze.vo                            
   0m37.84s |   935668 ko | Specific/montgomery64_2e389m21_7limbs/feadd.vo                            
   0m37.84s |  1127088 ko | Specific/solinas64_2e511m481_10limbs/freeze.vo                            
   0m37.82s |   936784 ko | Specific/montgomery64_2e414m17_7limbs/feadd.vo                            
   0m37.79s |  1123848 ko | Specific/solinas64_2e488m17_10limbs/freeze.vo                             
   0m37.79s |  1121172 ko | Specific/solinas64_2e495m31_10limbs/freeze.vo                             
   0m37.77s |  1120572 ko | Specific/solinas32_2e336m3_13limbs/fecarry.vo                             
   0m37.74s |  1117424 ko | Specific/solinas64_2e489m21_10limbs/freeze.vo                             
   0m37.72s |  1124504 ko | Specific/solinas64_2e521m1_10limbs/freeze.vo                              
   0m37.63s |   937224 ko | Specific/montgomery64_2e413m21_7limbs/feadd.vo                            
   0m37.58s |  1114664 ko | Specific/solinas64_2e256m4294968273_10limbs/freeze.vo                     
   0m37.56s |   918668 ko | Specific/montgomery64_2e448m2e224m1_7limbs/feadd.vo                       
   0m37.46s |  1121020 ko | Specific/solinas64_2e448m2e224m1_10limbs/freeze.vo                        
   0m37.46s |  1115516 ko | Specific/solinas64_2e480m2e240m1_10limbs/freeze.vo                        
   0m37.45s |   990464 ko | Specific/solinas64_2e384m317_8limbs/fesquare.vo                           
   0m37.40s |   990260 ko | Specific/solinas32_2e221m3_8limbs/fesquare.vo                             
   0m37.35s |   905600 ko | Specific/montgomery64_2e444m17_7limbs/fesub.vo                            
   0m37.27s |   915452 ko | Specific/montgomery64_2e413m21_7limbs/fesub.vo                            
   0m37.20s |   897772 ko | Specific/montgomery64_2e389m21_7limbs/fesub.vo                            
   0m37.19s |   916904 ko | Specific/montgomery64_2e416m2e208m1_7limbs/fesub.vo                       
   0m37.18s |   907536 ko | Specific/montgomery64_2e401m31_7limbs/fesub.vo                            
   0m37.14s |   989956 ko | Specific/solinas32_2e213m3_8limbs/fesquare.vo                             
   0m37.12s |   988568 ko | Specific/solinas32_2e206m5_8limbs/fesquare.vo                             
   0m37.10s |   988516 ko | Specific/solinas32_2e171m19_8limbs/fesquare.vo                            
   0m37.08s |   915940 ko | Specific/montgomery64_2e414m17_7limbs/fesub.vo                            
   0m37.06s |   987860 ko | Specific/solinas32_2e189m25_8limbs/fesquare.vo                            
   0m37.03s |   992716 ko | Specific/solinas32_2e198m17_8limbs/fesquare.vo                            
   0m36.96s |   988712 ko | Specific/solinas32_2e174m17_8limbs/fesquare.vo                            
   0m36.96s |   984560 ko | Specific/solinas32_2e174m3_8limbs/fesquare.vo                             
   0m36.95s |   945512 ko | Specific/solinas32_2e336m17_14limbs/fesub.vo                              
   0m36.91s |   908540 ko | Specific/montgomery64_2e448m2e224m1_7limbs/fesub.vo                       
   0m36.86s |   924396 ko | Specific/solinas32_2e379m19_15limbs/feadd.vo                              
   0m36.85s |   988216 ko | Specific/solinas32_2e196m15_8limbs/fesquare.vo                            
   0m36.85s |  1110416 ko | Specific/solinas32_2e266m3_10limbs/freeze.vo                              
   0m36.83s |  1112200 ko | Specific/solinas32_2e230m27_10limbs/freeze.vo                             
   0m36.82s |   987960 ko | Specific/solinas32_2e212m29_8limbs/fesquare.vo                            
   0m36.81s |   909260 ko | Specific/solinas32_2e369m25_15limbs/feadd.vo                              
   0m36.64s |   727816 ko | Specific/solinas64_2e511m187_11limbs/Synthesis.vo                         
   0m36.63s |  1106452 ko | Specific/solinas32_2e222m117_10limbs/freeze.vo                            
   0m36.31s |   538416 ko | Spec/Ed25519.vo                                                           
   0m36.30s |  1122024 ko | Specific/solinas64_2e450m2e225m1_10limbs/freeze.vo                        
   0m36.25s |  1102556 ko | Specific/solinas32_2e224m2e96p1_10limbs/freeze.vo                         
   0m36.04s |   996112 ko | Specific/solinas32_2e190m11_8limbs/fesquare.vo                            
   0m36.04s |   747996 ko | Specific/solinas32_2e336m17_13limbs/Synthesis.vo                          
   0m36.01s |   993788 ko | Specific/solinas32_2e165m25_8limbs/fesquare.vo                            
   0m36.01s |   989780 ko | Specific/solinas32_2e191m19_8limbs/fesquare.vo                            
   0m35.97s |   945848 ko | Specific/solinas32_2e338m15_14limbs/fesub.vo                              
   0m35.94s |   845040 ko | Specific/montgomery32_2e448m2e224m1_14limbs/fenz.vo                       
   0m35.93s |   991232 ko | Specific/solinas32_2e194m33_8limbs/fesquare.vo                            
   0m35.90s |  1116008 ko | Specific/solinas32_2e243m9_10limbs/freeze.vo                              
   0m35.77s |   745456 ko | Specific/solinas32_2e336m3_13limbs/Synthesis.vo                           
   0m35.76s |   841760 ko | Specific/montgomery32_2e444m17_14limbs/fenz.vo                            
   0m35.71s |   943892 ko | Specific/solinas32_2e322m2e161m1_14limbs/fesub.vo                         
   0m35.68s |  1113872 ko | Specific/solinas32_2e216m2e108m1_10limbs/freeze.vo                        
   0m35.64s |  1122688 ko | Specific/X25519/C32/freeze.vo                                             
   0m35.60s |  1121960 ko | Specific/solinas64_2e384m2e128m2e96p2e32m1_10limbs/freeze.vo              
   0m35.41s |  1112252 ko | Specific/solinas32_2e235m15_10limbs/freeze.vo                             
   0m35.39s |  1115908 ko | Specific/solinas32_2e255m19_10limbs/freeze.vo                             
   0m35.37s |  1108436 ko | Specific/solinas32_2e251m9_10limbs/freeze.vo                              
   0m35.26s |  1104936 ko | Specific/solinas32_2e192m2e64m1_10limbs/freeze.vo                         
   0m35.21s |   962396 ko | Specific/solinas64_2e256m2e32m977_6limbs/femul.vo                         
   0m35.07s |  1036480 ko | Specific/solinas64_2e448m2e224m1_10limbs/fecarry.vo                       
   0m35.05s |  1032348 ko | Specific/solinas32_2e321m9_12limbs/fecarry.vo                             
   0m35.01s |  1036280 ko | Specific/solinas64_2e480m2e240m1_10limbs/fecarry.vo                       
   0m34.99s |  1120964 ko | Specific/solinas32_2e255m19_10limbs_donna/freeze.vo                       
   0m34.97s |  1030900 ko | Specific/solinas32_2e336m3_12limbs/fecarry.vo                             
   0m34.94s |  1036764 ko | Specific/solinas64_2e450m2e225m1_10limbs/fecarry.vo                       
   0m34.92s |   950652 ko | Specific/solinas64_2e383m421_7limbs/femul.vo                              
   0m34.79s |   950436 ko | Specific/solinas64_2e401m31_7limbs/femul.vo                               
   0m34.74s |   951260 ko | Specific/solinas64_2e379m19_7limbs/femul.vo                               
   0m34.73s |  1036760 ko | Specific/solinas32_2e291m19_12limbs/fecarry.vo                            
   0m34.71s |   946852 ko | Specific/solinas64_2e369m25_7limbs/femul.vo                               
   0m34.66s |   950512 ko | Specific/solinas64_2e383m31_7limbs/femul.vo                               
   0m34.63s |  1033676 ko | Specific/solinas32_2e285m9_12limbs/fecarry.vo                             
   0m34.63s |   948288 ko | Specific/solinas64_2e321m9_7limbs/femul.vo                                
   0m34.56s |  1031876 ko | Specific/solinas32_2e255m765_12limbs/fecarry.vo                           
   0m34.50s |  1117372 ko | Specific/solinas32_2e226m5_10limbs/freeze.vo                              
   0m34.47s |  1033888 ko | Specific/solinas32_2e256m189_12limbs/fecarry.vo                           
   0m34.44s |   946772 ko | Specific/solinas64_2e382m105_7limbs/femul.vo                              
   0m34.36s |   986948 ko | Compilers/Z/ArithmeticSimplifierWf.vo                                     
   0m34.13s |   795216 ko | Specific/solinas32_2e322m2e161m1_14limbs/Synthesis.vo                     
   0m34.10s |   745632 ko | Specific/solinas32_2e321m9_13limbs/Synthesis.vo                           
   0m34.07s |  1052296 ko | Specific/solinas64_2e521m1_9limbs/freeze.vo                               
   0m34.00s |  1030604 ko | Specific/solinas64_2e488m17_9limbs/freeze.vo                              
   0m33.98s |   950476 ko | Specific/solinas64_2e338m15_7limbs/femul.vo                               
   0m33.96s |  1030852 ko | Specific/solinas64_2e468m17_9limbs/freeze.vo                              
   0m33.95s |   950596 ko | Specific/solinas64_2e389m21_7limbs/femul.vo                               
   0m33.89s |   965704 ko | Specific/solinas64_2e384m317_7limbs/femul.vo                              
   0m33.85s |   949908 ko | Specific/solinas64_2e413m21_7limbs/femul.vo                               
   0m33.83s |   951096 ko | Specific/solinas64_2e383m187_7limbs/femul.vo                              
   0m33.61s |  1027684 ko | Specific/solinas64_2e414m17_9limbs/freeze.vo                              
   0m33.57s |  1028560 ko | Specific/solinas64_2e452m3_9limbs/freeze.vo                               
   0m33.54s |   944980 ko | Specific/solinas64_2e336m3_7limbs/femul.vo                                
   0m33.51s |  1028624 ko | Specific/solinas64_2e416m2e208m1_9limbs/freeze.vo                         
   0m33.49s |   910648 ko | Specific/montgomery32_2e291m19_10limbs/feopp.vo                           
   0m33.44s |   897908 ko | Specific/solinas32_2e336m17_14limbs/feadd.vo                              
   0m33.34s |   913032 ko | Specific/solinas32_2e336m17_13limbs/fesub.vo                              
   0m33.33s |  1032216 ko | Specific/solinas32_2e216m2e108m1_10limbs/fecarry.vo                       
   0m33.29s |  1024344 ko | Specific/solinas64_2e384m2e128m2e96p2e32m1_9limbs/freeze.vo               
   0m33.27s |   748600 ko | Specific/solinas32_2e338m15_13limbs/Synthesis.vo                          
   0m33.17s |   914580 ko | Experiments/NewPipeline/GENERATEDIdentifiersWithoutTypesProofs.vo         
   0m33.17s |   945660 ko | Specific/solinas32_2e190m11_7limbs/femul.vo                               
   0m33.10s |   937116 ko | Specific/solinas32_2e174m17_7limbs/femul.vo                               
   0m33.03s |  1044424 ko | Specific/solinas64_2e489m21_9limbs/freeze.vo                              
   0m32.97s |   937548 ko | Specific/solinas32_2e171m19_7limbs/femul.vo                               
   0m32.93s |   909804 ko | Specific/montgomery32_2e221m3_7limbs/feadd.vo                             
   0m32.90s |   910928 ko | Specific/solinas32_2e336m3_13limbs/fesub.vo                               
   0m32.88s |   899864 ko | Specific/montgomery32_2e205m45x2e198m1_7limbs/feadd.vo                    
   0m32.85s |   944552 ko | Specific/solinas32_2e165m25_7limbs/femul.vo                               
   0m32.84s |   905712 ko | Specific/montgomery32_2e212m29_7limbs/feadd.vo                            
   0m32.84s |   933340 ko | Specific/solinas32_2e141m9_7limbs/femul.vo                                
   0m32.83s |  1031652 ko | Specific/solinas64_2e495m31_9limbs/freeze.vo                              
   0m32.80s |   895348 ko | Specific/montgomery32_2e206m5_7limbs/feadd.vo                             
   0m32.78s |   899396 ko | Specific/montgomery32_2e213m3_7limbs/feadd.vo                             
   0m32.78s |   940672 ko | Specific/solinas32_2e150m5_7limbs/femul.vo                                
   0m32.77s |   899748 ko | Specific/montgomery32_2e194m33_7limbs/feadd.vo                            
   0m32.77s |   945120 ko | Specific/solinas32_2e166m5_7limbs/femul.vo                                
   0m32.74s |   939084 ko | Specific/solinas32_2e174m3_7limbs/femul.vo                                
   0m32.71s |   906840 ko | Specific/montgomery32_2e216m2e108m1_7limbs/feadd.vo                       
   0m32.71s |   823144 ko | Specific/montgomery32_2e413m21_13limbs/fenz.vo                            
   0m32.71s |   947248 ko | Specific/solinas32_2e150m3_7limbs/femul.vo                                
   0m32.69s |  1027556 ko | Specific/solinas64_2e256m4294968273_9limbs/freeze.vo                      
   0m32.69s |   939248 ko | Specific/solinas64_2e336m17_7limbs/femul.vo                               
   0m32.67s |   909984 ko | Specific/montgomery32_2e224m2e96p1_7limbs/feadd.vo                        
   0m32.56s |   898208 ko | Specific/solinas32_2e338m15_14limbs/feadd.vo                              
   0m32.55s |   905936 ko | Specific/montgomery32_2e222m117_7limbs/feadd.vo                           
   0m32.53s |  1020264 ko | Specific/solinas64_2e444m17_9limbs/freeze.vo                              
   0m32.50s |   899644 ko | Specific/montgomery32_2e196m15_7limbs/feadd.vo                            
   0m32.48s |   823488 ko | Specific/montgomery32_2e416m2e208m1_13limbs/fenz.vo                       
   0m32.47s |  1027020 ko | Specific/solinas32_2e222m117_9limbs/freeze.vo                             
   0m32.41s |   896324 ko | Specific/solinas32_2e256m2e32m977_13limbs/fesub.vo                        
   0m32.40s |   823240 ko | Specific/montgomery32_2e389m21_13limbs/fenz.vo                            
   0m32.40s |   982176 ko | Specific/solinas64_2e512m569_11limbs/fecarry.vo                           
   0m32.36s |   823348 ko | Specific/montgomery32_2e401m31_13limbs/fenz.vo                            
   0m32.36s |  1026224 ko | Specific/solinas32_2e243m9_9limbs/freeze.vo                               
   0m32.33s |  1018676 ko | Specific/solinas32_2e192m2e64m1_10limbs/fecarry.vo                        
   0m32.32s |   902920 ko | Specific/montgomery64_2e521m1_9limbs/feopp.vo                             
   0m32.25s |   905328 ko | Specific/solinas32_2e255m765_13limbs/fesub.vo                             
   0m32.24s |   950080 ko | Specific/solinas64_2e256m2e32m977_6limbs/fesquare.vo                      
   0m32.21s |  1030528 ko | Specific/solinas32_2e206m5_9limbs/freeze.vo                               
   0m32.18s |  1025656 ko | Specific/solinas32_2e230m27_9limbs/freeze.vo                              
   0m32.17s |  1027604 ko | Specific/solinas32_2e221m3_9limbs/freeze.vo                               
   0m32.17s |   980760 ko | Specific/solinas64_2e511m481_11limbs/fecarry.vo                           
   0m32.14s |   823028 ko | Specific/montgomery32_2e414m17_13limbs/fenz.vo                            
   0m32.13s |   982312 ko | Specific/solinas64_2e511m187_11limbs/fecarry.vo                           
   0m32.12s |  1029648 ko | Specific/solinas32_2e192m2e64m1_9limbs/freeze.vo                          
   0m32.12s |  1029044 ko | Specific/solinas32_2e213m3_9limbs/freeze.vo                               
   0m32.09s |   895144 ko | Specific/montgomery32_2e206m5_7limbs/fesub.vo                             
   0m32.09s |  1019752 ko | Specific/solinas32_2e196m15_9limbs/freeze.vo                              
   0m32.06s |   899132 ko | Specific/montgomery32_2e198m17_7limbs/fesub.vo                            
   0m32.05s |   899204 ko | Specific/montgomery32_2e194m33_7limbs/fesub.vo                            
   0m32.05s |   899584 ko | Specific/montgomery32_2e198m17_7limbs/feadd.vo                            
   0m32.05s |   789612 ko | Specific/montgomery64_2e521m1_9limbs/fenz.vo                              
   0m32.04s |   895864 ko | Specific/montgomery32_2e212m29_7limbs/fesub.vo                            
   0m32.04s |   897624 ko | Specific/solinas32_2e322m2e161m1_14limbs/feadd.vo                         
   0m32.02s |   892364 ko | Specific/montgomery32_2e205m45x2e198m1_7limbs/fesub.vo                    
   0m31.93s |   949444 ko | Specific/solinas32_2e158m15_7limbs/femul.vo                               
   0m31.89s |   895660 ko | Specific/montgomery32_2e221m3_7limbs/fesub.vo                             
   0m31.84s |   938284 ko | Specific/solinas32_2e152m17_7limbs/femul.vo                               
   0m31.76s |   907836 ko | Specific/solinas32_2e338m15_13limbs/fesub.vo                              
   0m31.74s |   904932 ko | Specific/solinas32_2e321m9_13limbs/fesub.vo                               
   0m31.72s |   932792 ko | Specific/solinas32_2e140m27_7limbs/femul.vo                               
   0m31.70s |  1030680 ko | Specific/solinas32_2e194m33_9limbs/freeze.vo                              
   0m31.38s |   895120 ko | Specific/montgomery32_2e213m3_7limbs/fesub.vo                             
   0m31.27s |   907012 ko | Specific/montgomery32_2e216m2e108m1_7limbs/fesub.vo                       
   0m31.23s |   895988 ko | Specific/montgomery32_2e196m15_7limbs/fesub.vo                            
   0m31.16s |   938308 ko | Specific/solinas64_2e369m25_7limbs/fesquare.vo                            
   0m31.15s |  1028360 ko | Specific/solinas32_2e212m29_9limbs/freeze.vo                              
   0m31.09s |   890056 ko | Specific/montgomery32_2e222m117_7limbs/fesub.vo                           
   0m31.08s |   875464 ko | Specific/montgomery64_2e379m19_6limbs/feadd.vo                            
   0m31.08s |   943784 ko | Specific/solinas32_2e189m25_7limbs/femul.vo                               
   0m31.07s |   906696 ko | Specific/montgomery32_2e224m2e96p1_7limbs/fesub.vo                        
   0m31.06s |   931444 ko | Specific/solinas64_2e383m31_7limbs/fesquare.vo                            
   0m31.06s |   708616 ko | Specific/solinas64_2e521m1_10limbs/Synthesis.vo                           
   0m31.03s |  1027532 ko | Specific/solinas32_2e198m17_9limbs/freeze.vo                              
   0m31.00s |  1023536 ko | Specific/solinas32_2e235m15_9limbs/freeze.vo                              
   0m30.99s |  1028180 ko | Specific/solinas32_2e191m19_9limbs/freeze.vo                              
   0m30.99s |  1025168 ko | Specific/solinas32_2e226m5_9limbs/freeze.vo                               
   0m30.92s |   918744 ko | Specific/solinas64_2e379m19_7limbs/fesquare.vo                            
   0m30.80s |   876724 ko | Specific/montgomery64_2e336m3_6limbs/feadd.vo                             
   0m30.79s |   867944 ko | Specific/montgomery64_2e382m105_6limbs/feadd.vo                           
   0m30.77s |   876136 ko | Specific/montgomery64_2e321m9_6limbs/feadd.vo                             
   0m30.71s |   700556 ko | Specific/montgomery64_2e383m421_6limbs/Synthesis.vo                       
   0m30.71s |   932808 ko | Specific/solinas64_2e383m421_7limbs/fesquare.vo                           
   0m30.68s |   877536 ko | Specific/montgomery64_2e336m17_6limbs/feadd.vo                            
   0m30.68s |   863896 ko | Specific/montgomery64_2e384m79x2e376m1_6limbs/feadd.vo                    
   0m30.65s |   867936 ko | Specific/montgomery64_2e384m317_6limbs/feadd.vo                           
   0m30.62s |   935716 ko | Specific/solinas64_2e389m21_7limbs/fesquare.vo                            
   0m30.60s |   867752 ko | Specific/montgomery64_2e383m421_6limbs/feadd.vo                           
   0m30.59s |   700372 ko | Specific/montgomery64_2e379m19_6limbs/Synthesis.vo                        
   0m30.59s |   877020 ko | Specific/montgomery64_2e384m2e128m2e96p2e32m1_6limbs/feadd.vo             
   0m30.57s |   864088 ko | Specific/montgomery64_2e383m31_6limbs/feadd.vo                            
   0m30.57s |   967980 ko | Specific/solinas32_2e255m19_11limbs/fecarry.vo                            
   0m30.54s |   700380 ko | Specific/montgomery64_2e383m187_6limbs/Synthesis.vo                       
   0m30.53s |   868512 ko | Specific/montgomery64_2e384m5x2e368m1_6limbs/feadd.vo                     
   0m30.49s |   866804 ko | Specific/montgomery64_2e383m187_6limbs/feadd.vo                           
   0m30.43s |   876756 ko | Specific/montgomery64_2e369m25_6limbs/feadd.vo                            
   0m30.42s |   933760 ko | Specific/solinas64_2e383m187_7limbs/fesquare.vo                           
   0m30.40s |   876312 ko | Specific/montgomery64_2e322m2e161m1_6limbs/feadd.vo                       
   0m30.39s |   704236 ko | Specific/solinas64_2e512m569_10limbs/Synthesis.vo                         
   0m30.38s |   865676 ko | Specific/solinas32_2e336m3_13limbs/feadd.vo                               
   0m30.37s |   876596 ko | Specific/montgomery64_2e338m15_6limbs/feadd.vo                            
   0m30.35s |   700700 ko | Specific/montgomery64_2e369m25_6limbs/Synthesis.vo                        
   0m30.32s |   968532 ko | Specific/solinas64_2e416m2e208m1_9limbs/fecarry.vo                        
   0m30.26s |   709496 ko | Specific/solinas64_2e511m187_10limbs/Synthesis.vo                         
   0m30.24s |   977488 ko | Specific/solinas32_2e285m9_11limbs/fecarry.vo                             
   0m30.23s |   863892 ko | Specific/montgomery64_2e383m421_6limbs/fesub.vo                           
   0m30.22s |   866752 ko | Specific/montgomery64_2e384m79x2e376m1_6limbs/fesub.vo                    
   0m30.19s |   866448 ko | Specific/montgomery64_2e321m9_6limbs/fesub.vo                             
   0m30.19s |   932148 ko | Specific/solinas64_2e384m317_7limbs/fesquare.vo                           
   0m30.18s |   700356 ko | Specific/montgomery64_2e384m317_6limbs/Synthesis.vo                       
   0m30.17s |   863520 ko | Specific/montgomery64_2e369m25_6limbs/fesub.vo                            
   0m30.17s |   935480 ko | Specific/solinas64_2e382m105_7limbs/fesquare.vo                           
   0m30.15s |   877380 ko | Specific/montgomery64_2e336m3_6limbs/fesub.vo                             
   0m30.13s |   700760 ko | Specific/montgomery64_2e336m17_6limbs/Synthesis.vo                        
   0m30.13s |   862888 ko | Specific/solinas32_2e255m765_13limbs/feadd.vo                             
   0m30.13s |   967212 ko | Specific/solinas32_2e256m189_11limbs/fecarry.vo                           
   0m30.12s |   932152 ko | Specific/solinas64_2e401m31_7limbs/fesquare.vo                            
   0m30.09s |   700092 ko | Specific/montgomery64_2e336m3_6limbs/Synthesis.vo                         
   0m30.08s |   862676 ko | Specific/montgomery64_2e379m19_6limbs/fesub.vo                            
   0m30.08s |   863564 ko | Specific/montgomery64_2e383m187_6limbs/fesub.vo                           
   0m30.08s |   709844 ko | Specific/solinas64_2e511m481_10limbs/Synthesis.vo                         
   0m30.06s |   663076 ko | Experiments/NewPipeline/LanguageWf.vo                                     
   0m30.04s |   700868 ko | Specific/montgomery64_2e338m15_6limbs/Synthesis.vo                        
   0m30.04s |   934352 ko | Specific/solinas64_2e413m21_7limbs/fesquare.vo                            
   0m30.02s |   876704 ko | Specific/montgomery64_2e338m15_6limbs/fesub.vo                            
   0m30.02s |   863880 ko | Specific/montgomery64_2e384m5x2e368m1_6limbs/fesub.vo                     
   0m30.00s |   862892 ko | Specific/montgomery64_2e382m105_6limbs/fesub.vo                           
   0m29.99s |   976904 ko | Specific/solinas32_2e291m19_11limbs/fecarry.vo                            
   0m29.98s |   863052 ko | Specific/montgomery64_2e383m31_6limbs/fesub.vo                            
   0m29.97s |   866376 ko | Specific/montgomery64_2e336m17_6limbs/fesub.vo                            
   0m29.96s |   868352 ko | Specific/montgomery64_2e384m2e128m2e96p2e32m1_6limbs/fesub.vo             
   0m29.93s |   868292 ko | Specific/montgomery64_2e322m2e161m1_6limbs/fesub.vo                       
   0m29.93s |   863524 ko | Specific/montgomery64_2e384m317_6limbs/fesub.vo                           
   0m29.90s |   976056 ko | Specific/solinas32_2e266m3_11limbs/fecarry.vo                             
   0m29.89s |   927424 ko | Specific/solinas64_2e336m17_7limbs/fesquare.vo                            
   0m29.89s |   933812 ko | Specific/solinas64_2e338m15_7limbs/fesquare.vo                            
   0m29.88s |   925784 ko | Specific/solinas64_2e321m9_7limbs/fesquare.vo                             
   0m29.84s |   708540 ko | Specific/montgomery64_2e384m79x2e376m1_6limbs/Synthesis.vo                
   0m29.80s |   708432 ko | Specific/montgomery64_2e322m2e161m1_6limbs/Synthesis.vo                   
   0m29.79s |   705520 ko | Specific/montgomery64_2e384m5x2e368m1_6limbs/Synthesis.vo                 
   0m29.77s |   926012 ko | Specific/solinas64_2e336m3_7limbs/fesquare.vo                             
   0m29.76s |   860768 ko | Specific/solinas32_2e256m2e32m977_13limbs/feadd.vo                        
   0m29.73s |   911444 ko | Specific/solinas32_2e166m5_7limbs/fesquare.vo                             
   0m29.72s |   927568 ko | Specific/solinas32_2e171m19_7limbs/fesquare.vo                            
   0m29.62s |   703192 ko | Specific/montgomery64_2e383m31_6limbs/Synthesis.vo                        
   0m29.62s |   923716 ko | Specific/solinas32_2e152m17_7limbs/fesquare.vo                            
   0m29.62s |   924344 ko | Specific/solinas32_2e174m17_7limbs/fesquare.vo                            
   0m29.57s |   911280 ko | Specific/solinas32_2e158m15_7limbs/fesquare.vo                            
   0m29.57s |   979728 ko | Specific/solinas32_2e251m9_11limbs/fecarry.vo                             
   0m29.53s |   928932 ko | Specific/solinas32_2e141m9_7limbs/fesquare.vo                             
   0m29.52s |   700576 ko | Specific/montgomery64_2e384m2e128m2e96p2e32m1_6limbs/Synthesis.vo         
   0m29.51s |   700900 ko | Specific/montgomery64_2e382m105_6limbs/Synthesis.vo                       
